3.319370993232365841e+00,9.542700973486661908e+00,1.434792618215481141e+01,1.722090427065656826e+01,1.679689557903223829e+01
6.014536872194981676e+00,1.155086266593909095e+01,1.569469617409711759e+01,1.714623933712988446e+01,1.608698398249530115e+01
8.351319465982280477e+00,1.333735034173062850e+01,1.655049446948888203e+01,1.658915472045483241e+01,1.535942074951859837e+01
1.045544612610427038e+01,1.479112755476529806e+01,1.674682159770376089e+01,1.592945384018669763e+01,1.461305768932464311e+01
1.230023667244369356e+01,1.581684831742618513e+01,1.632815677281008249e+01,1.526007711242539422e+01,1.384083207136022153e+01
1.385134169164263085e+01,1.623969657150752610e+01,1.575112744008398913e+01,1.455058237318326064e+01,1.304775204586881721e+01
1.503107066159408411e+01,1.600810542828778793e+01,1.511684710210056615e+01,1.380532905341052974e+01,1.221871429536939502e+01
1.566628105533910364e+01,1.551237059377826810e+01,1.445855274802099721e+01,1.302996588231840391e+01,1.135000080950997514e+01
1.560428133231607539e+01,1.494813980122383867e+01,1.374529776271540626e+01,1.222983940669087666e+01,1.039647877850527280e+01
1.522003135770663462e+01,1.432613774895215819e+01,1.300500023864025856e+01,1.138765452233216990e+01,9.435387980578409994e+00
1.471882050363433159e+01,1.367151643343885503e+01,1.222570054783998650e+01,1.045961738515346262e+01,8.490505854921918782e+00
1.416397942076244831e+01,1.295541953571657245e+01,1.141272677377609845e+01,9.521366649143825356e+00,7.847979781529525134e+00
1.354865407406095379e+01,1.220893883749820574e+01,1.053001942268867630e+01,8.545131159900931195e+00,7.429897386243371038e+00
1.289733979971369138e+01,1.142187638665618543e+01,9.597397174630012628e+00,7.711608921767789226e+00,7.071114095435762970e+00
1.217970723279038836e+01,1.059278082877502847e+01,8.635324628594036156e+00,7.229720661566391371e+00,6.737109305709513052e+00
