6.680532834847789445e+02,1.708567180881762170e+03,2.468160579077375132e+03,2.833303737704120522e+03,2.680973345253533353e+03
1.144265058135817981e+03,2.077900014563430886e+03,2.700400139824542293e+03,2.842396122365415522e+03,2.565512622701658529e+03
1.575477411549910585e+03,2.406973774584843795e+03,2.851181004827937159e+03,2.763427574031281893e+03,2.444555238879190256e+03
1.975291409688821432e+03,2.673539051136857779e+03,2.898486792394524855e+03,2.654517014446673784e+03,2.319816931685745203e+03
2.334339876142232242e+03,2.861608620003543365e+03,2.842785367247126942e+03,2.536872910222045448e+03,2.191221303582139171e+03
2.636305240680725547e+03,2.946584322173245710e+03,2.743942852046745429e+03,2.413167526415787506e+03,2.058896710255411563e+03
2.864833097807991635e+03,2.917612771266973141e+03,2.630486458594480609e+03,2.284182081936138275e+03,1.922298638322815123e+03
2.988789911467278216e+03,2.831192420291209601e+03,2.509448476377264342e+03,2.150264876180036936e+03,1.781225082386101121e+03
2.986579491201845030e+03,2.724744155955423139e+03,2.381173560113087206e+03,2.011721061068225026e+03,1.633905748162125747e+03
2.915105215599937310e+03,2.607327923629033648e+03,2.246968085452304877e+03,1.868018781836921107e+03,1.483167573711472414e+03
2.817106821189051971e+03,2.481915473826752077e+03,2.106660660237982484e+03,1.717484820065906661e+03,1.333732343341882370e+03
2.705834084169737707e+03,2.348103506063940131e+03,1.960665960190012811e+03,1.562832650094798737e+03,1.223582005179443058e+03
2.584103948458840023e+03,2.207267498914834960e+03,1.807746067244641608e+03,1.403831602513271946e+03,1.165306960161802635e+03
2.453525582680698790e+03,2.059371371201853890e+03,1.648603995821548097e+03,1.260890136022102979e+03,1.128316488514203002e+03
2.313252933141348876e+03,1.904681164682854160e+03,1.484066487269479239e+03,1.177992124361226161e+03,1.098992780845074321e+03
